Campo;Contenido;Incidente;Fecha
Estatus;Mensaje en tratamiento;2433633;2017-11-22 15:18:58
Estatus;Mensaje abierto;2433633;2017-11-22 15:18:58
Estatus;Aviso Inicial;2433633;2017-11-10 11:00:49
Estatus;Mensaje abierto;2433633;2017-11-10 11:00:49
Número de orden;000035702858;2433628;2019-08-22 14:50:08
Estatus;Orden asignada;2433628;2019-08-22 14:50:08
Código del problema o de la avería;9929;2433628;2019-06-16 17:58:32
Texto breve;RETIRAR GALPON TERM SLC VBL NG;2433628;2019-06-16 17:50:52
Fecha de fin deseada;31/10/2023;2433628;2018-12-15 11:52:51
Texto de acción;Acompañamiento;2433628;2018-02-09 16:44:24
Grupo de códigos: acciones;LITRA-IN;2433628;2018-02-09 16:44:24
Código de actividad;0120;2433628;2018-02-09 16:44:24
Interlocutor;00010031;2433628;2018-01-26 17:14:28
ID objeto del puesto de trabajo;10000847;2433628;2018-01-26 17:14:28
Grupo planificador p.servicio cliente y mantenimiento;080;2433628;2018-01-26 17:14:28
Fecha de inicio deseada;01/02/2022;2433628;2018-01-26 17:14:28
Fecha de fin deseada;31/10/2022;2433628;2018-01-26 17:14:28
Estatus;Requiere Gestión  Ambiental;2433628;2018-01-26 17:14:28
Prioridad;5;2433628;2017-11-22 15:17:50
Estatus;Mensaje en tratamiento;2433628;2017-11-22 15:17:50
Estatus;Mensaje abierto;2433628;2017-11-22 15:17:50
Estatus;Aviso Inicial;2433628;2017-11-10 11:06:39
Estatus;Mensaje abierto;2433628;2017-11-10 11:06:39
Texto breve;RETIRAR ALTAR TERM SLC VBL SNG 163;2432846;2018-06-17 10:55:06
Prioridad;9;2432846;2017-12-09 10:17:46
Hora de inicio deseada;10:17:46;2432846;2017-12-09 10:17:46
Hora de fin deseada;10:17:46;2432846;2017-12-09 10:17:46
Fecha de inicio deseada;09/12/2021;2432846;2017-12-09 10:17:46
Fecha de fin deseada;29/11/2023;2432846;2017-12-09 10:17:46
Estatus;Mensaje abierto;2432846;2017-11-18 07:23:55
Estatus;Mensaje en tratamiento;2432846;2017-11-18 07:23:55
Estatus;Orden asignada;2432846;2017-11-18 07:23:55
Número de orden;000035702291;2432846;2017-11-18 07:23:54
Estatus;Aviso Inicial;2432846;2017-11-18 07:22:58
Estatus;Requiere Gestión  Ambiental;2432846;2017-11-18 07:22:58
Estatus;Mensaje abierto;2432846;2017-11-18 07:22:58
Fecha de fin deseada;30/08/2023;2430449;2019-06-06 18:21:20
Número de orden;000035207633;2430449;2018-12-28 23:20:25
Estatus;Orden asignada;2430449;2018-12-28 23:20:25
Estatus;Orden asignada;2430449;2018-12-28 21:34:45
Número de orden;;2430449;2018-12-28 21:34:44
Interlocutor;00002725;2430449;2018-12-28 21:34:44
Fecha de fin deseada;30/06/2023;2430449;2018-12-28 21:34:44
Texto breve para la medida de mantenimiento;Riesgo medio con control.;2430449;2018-11-16 13:54:37
Texto de acción;mtto serv. seguimiento;2430449;2018-10-05 10:39:59
Número de clasificación para actividad;0004;2430449;2018-10-05 10:39:59
Número de clasificación para actividad;0001;2430449;2018-10-05 10:39:59
Número de clasificación para actividad;0003;2430449;2018-10-05 10:39:59
Número de clasificación para actividad;0002;2430449;2018-10-05 10:39:59
Grupo de códigos: acciones;LITRA-IN;2430449;2018-10-05 10:39:59
Código de actividad;0120;2430449;2018-10-05 10:39:59
Número de versión;000001;2430449;2018-09-23 14:38:08
Número de clasificación para actividad;0004;2430449;2018-09-23 14:38:08
Grupo de códigos: problemas;PRE-PROP;2430449;2018-09-23 14:38:08
Código del problema o de la avería;9910;2430449;2018-09-23 14:38:08
"Clase catálogo; problemas/errores";5;2430449;2018-09-23 14:38:08
Texto de acción;Visita Programada;2430449;2018-08-26 16:50:41
Estatus;Existe(n) med.pendiente(s);2430449;2018-08-21 19:47:03
Fecha de fin deseada;30/11/2022;2430449;2018-08-16 12:04:58
Estatus;Requiere Gestión Predial;2430449;2018-06-17 10:17:27
Número de orden;000035205816;2430449;2018-01-27 15:59:26
Estatus;Mensaje abierto;2430449;2018-01-27 15:59:26
Estatus;Mensaje en tratamiento;2430449;2018-01-27 15:59:26
Estatus;Orden asignada;2430449;2018-01-27 15:59:26
Prioridad;3;2430449;2018-01-27 15:59:04
Hora de inicio deseada;15:58:28;2430449;2018-01-27 15:59:04
Hora de fin deseada;15:58:28;2430449;2018-01-27 15:59:04
Fecha de inicio deseada;27/01/2022;2430449;2018-01-27 15:59:04
Fecha de fin deseada;26/07/2022;2430449;2018-01-27 15:59:04
Estatus;Requiere Gestión  Ambiental;2430449;2018-01-27 15:59:04
Prioridad;9;2430449;2017-12-09 10:17:46
Hora de inicio deseada;10:17:46;2430449;2017-12-09 10:17:46
Hora de fin deseada;10:17:46;2430449;2017-12-09 10:17:46
Fecha de inicio deseada;09/12/2021;2430449;2017-12-09 10:17:46
Fecha de fin deseada;29/11/2023;2430449;2017-12-09 10:17:46
Texto breve;Gestionar árboles CVC 16m FDER-CEN T178;2430449;2017-11-19 11:41:27
Estatus;Aviso Inicial;2430449;2017-11-19 09:34:37
Estatus;Mensaje abierto;2430449;2017-11-19 09:34:37
Estatus;Requiere Gestión  Ambiental;2425996;2019-03-02 16:11:34
Estatus;Gestión  Ambiental Realizada;2425996;2019-03-02 16:11:34
Interlocutor;00010031;2425996;2019-01-02 14:05:08
ID objeto del puesto de trabajo;10000847;2425996;2019-01-02 14:05:08
Interlocutor;00002725;2425996;2018-12-28 15:32:57
Estatus;Requiere Gestión  Ambiental;2425996;2018-12-28 15:32:57
Estatus;Gestión  Ambiental Realizada;2425996;2018-12-28 15:32:57
ID objeto del puesto de trabajo;10000817;2425996;2018-12-27 14:31:18
Fecha de fin deseada;30/07/2023;2425996;2018-12-20 16:26:50
Hora de fin deseada;17:00:00;2425996;2018-11-13 10:53:14
Fecha de fin deseada;30/12/2022;2425996;2018-11-13 10:53:14
Estatus;Existe(n) med.pendiente(s);2425996;2018-11-13 10:53:14
Estatus;Requiere Gestión  Ambiental;2425996;2018-10-12 08:32:11
Número de clasificación para actividad;0003;2425996;2018-02-22 17:53:26
Número de clasificación para actividad;0001;2425996;2018-02-22 17:53:26
Texto breve;Retirar gimnasio al aire L T205;2425996;2018-01-26 15:43:09
Interlocutor;00010031;2425996;2018-01-26 15:43:09
ID objeto del puesto de trabajo;10000847;2425996;2018-01-26 15:43:09
Grupo planificador p.servicio cliente y mantenimiento;080;2425996;2018-01-26 15:43:09
Fecha de inicio deseada;01/02/2022;2425996;2018-01-26 15:43:09
Fecha de inicio deseada;01/05/2022;2425996;2017-12-30 17:17:00
Fecha de fin deseada;30/05/2022;2425996;2017-12-30 17:17:00
Estatus;Acciones por Condición;2425996;2017-12-13 08:42:14
Estatus;Mensaje abierto;2425996;2017-12-13 08:42:14
Estatus;Mensaje en tratamiento;2425996;2017-12-13 08:42:14
Prioridad;3;2425996;2017-12-13 08:42:13
Estatus;Aviso Inicial;2425996;2017-11-30 17:45:34
Estatus;Mensaje abierto;2425996;2017-11-30 17:45:34
Texto de acción;mtto serv-aun existe;2425929;2018-10-28 15:15:00
Grupo de códigos: acciones;LITRA-IN;2425929;2018-10-28 15:15:00
Código de actividad;0120;2425929;2018-10-28 15:15:00
Fecha de fin deseada;30/06/2023;2425929;2018-10-21 15:51:46
Estatus;Mensaje en tratamiento;2425929;2018-07-05 09:09:32
Estatus;Mensaje abierto;2425929;2018-07-05 09:09:32
Interlocutor;00010031;2425929;2018-01-27 17:06:16
ID objeto del puesto de trabajo;10000847;2425929;2018-01-27 17:06:16
Grupo planificador p.servicio cliente y mantenimiento;080;2425929;2018-01-27 17:06:16
Fecha de inicio deseada;01/02/2022;2425929;2018-01-27 17:06:16
Fecha de fin deseada;30/06/2022;2425929;2018-01-27 17:06:16
Estatus;Requiere Gestión  Ambiental;2425929;2018-01-27 17:06:16
Prioridad;9;2425929;2017-12-08 21:24:25
Hora de inicio deseada;21:24:25;2425929;2017-12-08 21:24:25
Hora de fin deseada;21:24:25;2425929;2017-12-08 21:24:25
Fecha de inicio deseada;08/12/2021;2425929;2017-12-08 21:24:25
Fecha de fin deseada;28/11/2023;2425929;2017-12-08 21:24:25
Estatus;Aviso Inicial;2425929;2017-12-01 19:17:42
Estatus;Mensaje abierto;2425929;2017-12-01 19:17:42
Fecha de fin deseada;30/06/2023;2425928;2018-10-21 15:53:22
Estatus;Mensaje en tratamiento;2425928;2018-07-05 09:09:32
Estatus;Mensaje abierto;2425928;2018-07-05 09:09:32
Texto de acción;Acompañamiento;2425928;2018-02-09 16:47:46
Grupo de códigos: acciones;LITRA-IN;2425928;2018-02-09 16:47:46
Código de actividad;0120;2425928;2018-02-09 16:47:46
Interlocutor;00010031;2425928;2018-01-27 16:52:47
ID objeto del puesto de trabajo;10000847;2425928;2018-01-27 16:52:47
Grupo planificador p.servicio cliente y mantenimiento;080;2425928;2018-01-27 16:52:47
Fecha de inicio deseada;01/02/2022;2425928;2018-01-27 16:52:47
Fecha de fin deseada;30/06/2022;2425928;2018-01-27 16:52:47
Estatus;Requiere Gestión  Ambiental;2425928;2018-01-27 16:52:47
Prioridad;9;2425928;2017-12-08 21:24:24
Hora de inicio deseada;21:24:25;2425928;2017-12-08 21:24:24
Hora de fin deseada;21:24:25;2425928;2017-12-08 21:24:24
Fecha de inicio deseada;08/12/2021;2425928;2017-12-08 21:24:24
Fecha de fin deseada;28/11/2023;2425928;2017-12-08 21:24:24
Estatus;Aviso Inicial;2425928;2017-12-01 19:47:06
Estatus;Mensaje abierto;2425928;2017-12-01 19:47:06
Texto de acción;Acuerdo Compensación económica;2425511;2019-04-12 11:34:04
Número de orden;000035702598;2425511;2018-11-09 11:01:00
Estatus;Orden asignada;2425511;2018-11-09 11:01:00
Fecha de fin deseada;30/07/2023;2425511;2018-10-21 15:15:13
Interlocutor;00010031;2425511;2018-01-26 15:25:53
ID objeto del puesto de trabajo;10000847;2425511;2018-01-26 15:25:53
Grupo planificador p.servicio cliente y mantenimiento;080;2425511;2018-01-26 15:25:53
Fecha de fin deseada;28/02/2022;2425511;2018-01-26 15:25:53
Fecha de fin deseada;06/12/2024;2425511;2017-12-30 13:05:46
Estatus;Requiere Gestión  Ambiental;2425511;2017-12-30 13:05:46
Estatus;Requiere Gestión Predial;2425511;2017-12-30 13:05:46
Prioridad;5;2425511;2017-12-13 08:48:36
Estatus;Mensaje abierto;2425511;2017-12-13 08:48:36
Estatus;Mensaje en tratamiento;2425511;2017-12-13 08:48:36
Estatus;Aviso Inicial;2425511;2017-12-07 12:46:32
Estatus;Mensaje abierto;2425511;2017-12-07 12:46:32
Fecha de fin deseada;30/05/2023;2422487;2018-10-21 15:50:26
Estatus;Mensaje abierto;2422487;2018-07-05 09:09:29
Estatus;Mensaje en tratamiento;2422487;2018-07-05 09:09:29
Texto de acción;Acompañamiento;2422487;2018-02-09 16:59:12
Grupo de códigos: acciones;LITRA-IN;2422487;2018-02-09 16:59:12
Código de actividad;0120;2422487;2018-02-09 16:59:12
Interlocutor;00010031;2422487;2018-01-26 15:50:57
ID objeto del puesto de trabajo;10000847;2422487;2018-01-26 15:50:57
Grupo planificador p.servicio cliente y mantenimiento;080;2422487;2018-01-26 15:50:57
Fecha de fin deseada;30/06/2022;2422487;2018-01-26 15:50:57
Estatus;Requiere Gestión  Ambiental;2422487;2018-01-26 15:50:57
Estatus;Mensaje abierto;2422487;2018-01-05 17:57:18
Estatus;Aviso Inicial;2422487;2018-01-05 17:57:18
Fecha de fin deseada;30/12/2023;2422486;2019-05-03 11:43:39
Texto de acción;mtto serv-aun existen;2422486;2019-01-11 19:22:51
Número de clasificación para actividad;0004;2422486;2019-01-11 19:22:51
Número de clasificación para actividad;0001;2422486;2019-01-11 19:22:51
Número de clasificación para actividad;0002;2422486;2019-01-11 19:22:51
Número de clasificación para actividad;0003;2422486;2019-01-11 19:22:51
Grupo de códigos: acciones;LITRA-IN;2422486;2019-01-11 19:22:51
Código de actividad;0120;2422486;2019-01-11 19:22:51
Número de orden;000035702606;2422486;2018-11-29 13:07:09
Estatus;Orden asignada;2422486;2018-11-29 13:07:09
Fecha de fin deseada;30/03/2023;2422486;2018-10-21 15:48:42
Estatus;Mensaje abierto;2422486;2018-07-05 09:09:29
Estatus;Mensaje en tratamiento;2422486;2018-07-05 09:09:29
ID objeto del puesto de trabajo;10000847;2422486;2018-01-26 15:46:50
Grupo planificador p.servicio cliente y mantenimiento;080;2422486;2018-01-26 15:46:50
Fecha de fin deseada;30/06/2022;2422486;2018-01-26 15:46:50
Estatus;Requiere Gestión  Ambiental;2422486;2018-01-26 15:46:50
Estatus;Aviso Inicial;2422486;2018-01-05 18:19:31
Estatus;Mensaje abierto;2422486;2018-01-05 18:19:31
Texto de acción;mtto serv. aun existe;2421345;2019-01-25 15:50:48
Grupo de códigos: acciones;LITRA-IN;2421345;2019-01-25 15:50:48
Grupo de códigos: acciones;;2421345;2019-01-25 15:50:48
Código de actividad;0120;2421345;2019-01-25 15:50:48
Origen del esquema de informe para avisos;2;2421345;2018-02-04 17:20:34
Prioridad;5;2421345;2018-01-27 11:15:46
Estatus;Mensaje abierto;2421345;2018-01-27 11:15:46
Estatus;Mensaje en tratamiento;2421345;2018-01-27 11:15:46
Interlocutor;00010031;2421345;2018-01-25 13:13:19
ID objeto del puesto de trabajo;10000847;2421345;2018-01-25 13:13:19
Grupo planificador p.servicio cliente y mantenimiento;080;2421345;2018-01-25 13:13:19
Estatus;Requiere Gestión  Ambiental;2421345;2018-01-25 13:13:19
Estatus;Solicitud de Corrección;2421345;2018-01-25 13:13:19
Estatus;Solicitud de Corrección;2421345;2018-01-24 10:03:04
Estatus;Aviso Inicial;2421345;2018-01-21 16:08:46
Estatus;Mensaje abierto;2421345;2018-01-21 16:08:46
Fecha de fin deseada;30/09/2023;2421188;2019-08-07 18:38:50
Código del problema o de la avería;5110;2421188;2019-06-25 20:52:10
Grupo de códigos: acciones;;2421188;2019-02-28 13:30:28
Estatus;Requiere Gestión Predial;2421188;2019-02-26 21:31:01
Número de orden;000035207935;2421188;2018-12-28 23:02:49
Estatus;Orden asignada;2421188;2018-12-28 23:02:49
Texto breve para la medida de mantenimiento;Análisis Riesgo Medio;2421188;2018-12-28 21:39:28
Número de orden;;2421188;2018-12-28 21:39:28
Interlocutor;00002725;2421188;2018-12-28 21:39:28
Fecha de fin deseada;30/07/2023;2421188;2018-12-28 21:39:28
Estatus;Orden asignada;2421188;2018-12-28 21:39:28
Rol de responsable de medida;TL;2421188;2018-11-16 13:56:22
Responsable de la medida (número de interlocutor);00002725;2421188;2018-11-16 13:56:22
Estatus;Existe(n) med.pendiente(s);2421188;2018-08-21 07:27:49
Estatus;Requiere Gestión Predial;2421188;2018-06-17 11:55:15
Fecha de fin deseada;30/12/2022;2421188;2018-04-29 11:43:29
Fecha de fin deseada;31/05/2022;2421188;2018-02-23 10:07:20
Prioridad;8;2421188;2018-01-27 11:43:04
Estatus;Requiere Análisis;2421188;2018-01-27 11:43:04
Texto breve;Gestion veg recién sembrada 2CTOS T219;2421188;2018-01-26 10:24:47
Número de orden;000035206521;2421188;2018-01-26 10:24:47
Fecha de inicio deseada;29/01/2022;2421188;2018-01-26 10:24:47
Fecha de fin deseada;31/03/2022;2421188;2018-01-26 10:24:47
Estatus;Requiere Gestión  Ambiental;2421188;2018-01-26 10:24:47
Estatus;Mensaje abierto;2421188;2018-01-26 10:24:47
Estatus;Mensaje en tratamiento;2421188;2018-01-26 10:24:47
Estatus;Orden asignada;2421188;2018-01-26 10:24:47
Estatus;Aviso Inicial;2421188;2018-01-25 18:08:49
Estatus;Mensaje abierto;2421188;2018-01-25 18:08:49
Fecha de fin deseada;30/06/2023;2420910;2019-05-03 12:10:27
Fecha de fin deseada;30/04/2023;2420910;2018-12-28 10:38:20
Fecha de fin deseada;30/01/2023;2420910;2018-10-21 16:14:28
Texto breve;ATERRIZAR PUERTA TERM SLC VBL NG;2420910;2018-10-20 10:55:59
Número de orden;000035702544;2420910;2018-08-19 06:52:35
Estatus;Orden asignada;2420910;2018-08-19 06:52:35
Texto breve;ATERRIZAR PORTERIA TERM SLC VBL NG;2420910;2018-08-19 06:51:51
Número de orden;;2420910;2018-08-18 15:43:01
Estatus;Orden asignada;2420910;2018-08-18 15:43:01
Texto breve;RETIRAR PORTERIA STERM SLC VBL NG;2420910;2018-08-18 15:02:51
Prioridad;4;2420910;2018-08-18 15:02:51
Interlocutor;00010031;2420910;2018-08-18 15:02:51
ID objeto del puesto de trabajo;10000847;2420910;2018-08-18 15:02:51
Grupo planificador p.servicio cliente y mantenimiento;080;2420910;2018-08-18 15:02:51
Fin de avería (fecha);18/08/2022;2420910;2018-08-18 15:02:51
Fecha de fin deseada;30/08/2022;2420910;2018-04-29 12:09:59
Número de orden;000035205815;2420910;2018-03-07 15:50:03
Estatus;Orden asignada;2420910;2018-03-07 15:50:03
Número de orden;;2420910;2018-03-07 15:49:49
Estatus;Orden asignada;2420910;2018-03-07 15:49:49
Texto breve;Porteria construcción EJE T160 REVISADA;2420910;2018-03-01 15:56:35
Fecha de fin deseada;31/05/2022;2420910;2018-02-23 10:05:28
Prioridad;8;2420910;2018-02-02 09:17:43
Número de orden;000035206542;2420910;2018-01-31 14:00:58
Fecha de inicio deseada;01/02/2022;2420910;2018-01-31 14:00:58
Fecha de fin deseada;31/03/2022;2420910;2018-01-31 14:00:58
Estatus;Requiere Gestión  Ambiental;2420910;2018-01-31 14:00:58
Estatus;Mensaje abierto;2420910;2018-01-31 14:00:58
Estatus;Mensaje en tratamiento;2420910;2018-01-31 14:00:58
Estatus;Orden asignada;2420910;2018-01-31 14:00:58
Estatus;Mensaje abierto;2420910;2018-01-31 11:33:12
Estatus;Aviso Inicial;2420910;2018-01-31 11:33:12
Fecha de fin deseada;30/10/2023;2420900;2019-08-07 18:35:39
Fecha de fin deseada;30/07/2023;2420900;2019-03-31 16:01:38
Fecha de fin deseada;30/03/2023;2420900;2018-12-29 21:06:00
Número de orden;000035207935;2420900;2018-12-28 23:02:49
Estatus;Orden asignada;2420900;2018-12-28 23:02:49
Número de orden;;2420900;2018-12-28 21:44:34
Interlocutor;00002725;2420900;2018-12-28 21:44:34
Fecha de fin deseada;30/01/2023;2420900;2018-12-28 21:44:34
Estatus;Orden asignada;2420900;2018-12-28 21:44:34
Rol de responsable de medida;TL;2420900;2018-11-16 13:56:55
Responsable de la medida (número de interlocutor);00002725;2420900;2018-11-16 13:56:55
Fecha de fin deseada;30/11/2022;2420900;2018-10-26 10:53:41
Estatus;Existe(n) med.pendiente(s);2420900;2018-08-21 07:42:33
Texto de acción;Se demarcó franja de servidumbre;2420900;2018-06-29 15:17:04
Número de clasificación para actividad;0005;2420900;2018-06-29 15:17:04
Número de clasificación para actividad;0001;2420900;2018-06-29 15:17:04
Número de clasificación para actividad;0002;2420900;2018-06-29 15:17:04
Número de clasificación para actividad;0003;2420900;2018-06-29 15:17:04
Número de clasificación para actividad;0004;2420900;2018-06-29 15:17:04
Fecha de fin deseada;30/07/2022;2420900;2018-04-29 12:10:39
Texto breve;Apilamiento tierra, acercamento T294;2420900;2018-04-26 11:29:53
Fecha de fin deseada;31/05/2022;2420900;2018-02-23 10:05:03
Estatus;Acciones por Condición;2420900;2018-02-02 08:53:06
Prioridad;8;2420900;2018-02-02 08:50:15
Número de orden;000035206521;2420900;2018-01-31 13:37:26
Estatus;Mensaje abierto;2420900;2018-01-31 13:37:26
Estatus;Mensaje en tratamiento;2420900;2018-01-31 13:37:26
Estatus;Orden asignada;2420900;2018-01-31 13:37:26
Texto breve;Gestion riesgo franja, acercamento T294;2420900;2018-01-31 13:30:29
Fecha de inicio deseada;01/02/2022;2420900;2018-01-31 13:30:29
Fecha de fin deseada;31/03/2022;2420900;2018-01-31 13:30:29
Estatus;Requiere Gestión  Ambiental;2420900;2018-01-31 13:30:29
Estatus;Aviso Inicial;2420900;2018-01-31 12:35:20
Estatus;Mensaje abierto;2420900;2018-01-31 12:35:20
Texto breve;RETIRAR 2 MARRANERAS TERM SLC VBL NG;2420809;2019-06-16 17:40:37
Número de orden;000035702767;2420809;2019-05-25 11:30:25
Estatus;Orden asignada;2420809;2019-05-25 11:30:25
Fecha de fin deseada;30/07/2023;2420809;2018-10-21 16:18:41
Número de clasificación para actividad;0002;2420809;2018-10-21 09:51:47
Interlocutor;00010031;2420809;2018-02-11 10:57:55
ID objeto del puesto de trabajo;10000847;2420809;2018-02-11 10:57:55
